t,y
0.0,0.0
0.20000000000004547,0.0027449999999999974
0.4000000000000341,0.002982999999999958
0.6000000000000227,0.003298000000000023
0.8000000000000114,0.003878999999999966
1.0,0.004939000000000027
1.2000000000000455,0.005730000000000013
1.400000000000034,0.008048999999999973
1.6000000000000227,0.009085999999999927
1.8000000000000114,0.011363000000000012
2.0,0.012750999999999957
2.2000000000000455,0.013648000000000104
2.400000000000034,0.01540000000000008
2.6000000000000227,0.019727999999999968
2.8000000000000114,0.02369500000000002
3.0,0.027549000000000046
3.2000000000000455,0.030767999999999907
3.400000000000034,0.03288700000000011
3.6000000000000227,0.03411699999999995
3.8000000000000114,0.03607399999999994
4.0,0.038370000000000015
4.2000000000000455,0.04042499999999993
4.400000000000034,0.04339500000000007
4.600000000000023,0.04594900000000002
4.800000000000011,0.04812700000000003
5.0,0.0505850000000001
5.2000000000000455,0.05313000000000012
5.400000000000034,0.05446299999999993
5.600000000000023,0.05558200000000002
5.800000000000011,0.05653100000000011
6.0,0.057209000000000065
6.2000000000000455,0.058521000000000045
6.400000000000034,0.0602720000000001
6.600000000000023,0.06307799999999997
6.800000000000011,0.06633700000000009
7.0,0.06966200000000011
7.2000000000000455,0.07294299999999998
7.400000000000034,0.07657200000000008
7.600000000000023,0.079156
7.800000000000011,0.08090799999999998
8.0,0.08329000000000009
8.200000000000045,0.08440099999999995
8.400000000000034,0.0837460000000001
8.600000000000023,0.08343499999999993
8.800000000000011,0.08407600000000004
9.0,0.08417800000000009
9.200000000000045,0.08473700000000006
9.400000000000034,0.0859399999999999
9.600000000000023,0.087615
9.800000000000011,0.08971799999999996
10.0,0.09220800000000007
10.200000000000045,0.09660700000000011
10.400000000000034,0.10068100000000002
10.600000000000023,0.10400600000000004
10.800000000000011,0.10508300000000004
11.0,0.10509199999999996
11.200000000000045,0.1036490000000001
11.400000000000034,0.10342999999999991
11.600000000000023,0.10384499999999997
11.800000000000011,0.10519699999999998
12.0,0.10634900000000003
12.200000000000045,0.10785500000000003
12.400000000000034,0.11004499999999995
12.600000000000023,0.11195899999999992
12.800000000000011,0.11311899999999997
13.0,0.11549399999999999
13.200000000000045,0.11703799999999998
13.400000000000034,0.11797499999999994
13.600000000000023,0.11840600000000001
13.800000000000011,0.12003800000000009
14.0,0.12150799999999995
14.200000000000045,0.12282900000000008
14.400000000000034,0.12349699999999997
14.600000000000023,0.12446299999999999
14.800000000000011,0.125116
15.0,0.12533799999999995
15.200000000000045,0.12625900000000012
15.400000000000034,0.1263160000000001
15.600000000000023,0.12609099999999995
15.800000000000011,0.12647699999999995
16.0,0.127537
16.200000000000045,0.1286799999999999
16.400000000000034,0.1310770000000001
16.600000000000023,0.13407499999999994
16.80000000000001,0.13646599999999998
17.0,0.13738699999999993
17.200000000000045,0.13840300000000005
17.400000000000034,0.139532
17.600000000000023,0.140023
17.80000000000001,0.14006699999999994
18.0,0.14005899999999993
18.200000000000045,0.1394820000000001
18.400000000000034,0.13889200000000002
18.600000000000023,0.1389450000000001
18.80000000000001,0.13887500000000008
19.0,0.14005299999999998
19.200000000000045,0.142142
19.400000000000034,0.1433310000000001
19.600000000000023,0.14369999999999994
19.80000000000001,0.14446099999999995
20.0,0.14527099999999993
20.200000000000045,0.14579699999999995
20.400000000000034,0.14768000000000003
20.600000000000023,0.14924399999999993
20.80000000000001,0.15000100000000005
21.0,0.15184299999999995
21.200000000000045,0.153594
21.400000000000034,0.1533850000000001
21.600000000000023,0.15400499999999995
21.80000000000001,0.1557139999999999
22.0,0.15513500000000002
22.200000000000045,0.15468900000000008
22.400000000000034,0.155408
22.600000000000023,0.15596199999999993
22.80000000000001,0.15638299999999994
23.0,0.15639500000000006
23.200000000000045,0.1561490000000001
23.400000000000034,0.1564129999999999
23.600000000000023,0.1566780000000001
23.80000000000001,0.156374
24.0,0.15646500000000008
24.200000000000045,0.1574660000000001
24.400000000000034,0.15814799999999996
24.600000000000023,0.15889900000000012
24.80000000000001,0.1598489999999999
25.0,0.162134
25.200000000000045,0.1629879999999999
25.400000000000034,0.16335800000000011
25.600000000000023,0.16410900000000006
25.80000000000001,0.16521600000000003
26.0,0.16586999999999996
26.200000000000045,0.16695100000000007
26.400000000000034,0.16860300000000006
26.600000000000023,0.16934399999999994
26.80000000000001,0.16958800000000007
27.0,0.169311
